itemId,itemName,icon,rarity,slot,type,location
17591,Warlord's Dreadweave Hood,inv_helmet_08,epic,Head,Cloth,PVP
17592,Warlord's Dreadweave Robe,inv_chest_leather_01,epic,Chest,Cloth,PVP
17593,General's Dreadweave Pants,inv_pants_07,epic,Legs,Cloth,PVP
17594,Knight-Lieutenant's Satin Boots,inv_boots_07,rare,Feet,Cloth,PVP
17596,Knight-Lieutenant's Satin Gloves,inv_gauntlets_30,rare,Hands,Cloth,PVP
17598,Lieutenant Commander's Diadem,inv_helmet_24,rare,Head,Cloth,PVP
17599,Knight-Captain's Satin Leggings,inv_pants_06,rare,Legs,Cloth,PVP
17600,Knight-Captain's Satin Robes,inv_chest_cloth_11,rare,Chest,Cloth,PVP
17601,Lieutenant Commander's Satin Amice,inv_shoulder_02,rare,Shoulder,Cloth,PVP
17602,Field Marshal's Headdress,inv_helmet_24,epic,Head,Cloth,PVP
17603,Marshal's Satin Pants,inv_pants_06,epic,Legs,Cloth,PVP
17604,Field Marshal's Satin Mantle,inv_shoulder_02,epic,Shoulder,Cloth,PVP
17605,Field Marshal's Satin Vestments,inv_chest_cloth_02,epic,Chest,Cloth,PVP
17607,Marshal's Satin Sandals,inv_boots_07,epic,Feet,Cloth,PVP
17608,Marshal's Satin Gloves,inv_gauntlets_14,epic,Hands,Cloth,PVP
17610,Champion's Satin Cowl,inv_helmet_17,rare,Head,Cloth,PVP
17611,Legionnaire's Satin Trousers,inv_pants_11,rare,Legs,Cloth,PVP
17612,Legionnaire's Satin Vestments,inv_chest_leather_01,rare,Chest,Cloth,PVP
17613,Champion's Satin Shoulderpads,inv_shoulder_01,rare,Shoulder,Cloth,PVP
17616,Blood Guard's Satin Boots,inv_boots_05,rare,Feet,Cloth,PVP
17617,Blood Guard's Satin Gloves,inv_gauntlets_17,rare,Hands,Cloth,PVP
17618,General's Satin Boots,inv_boots_05,epic,Feet,Cloth,PVP
17620,General's Satin Gloves,inv_gauntlets_27,epic,Hands,Cloth,PVP
17622,Warlord's Satin Mantle,inv_shoulder_19,epic,Shoulder,Cloth,PVP
17623,Warlord's Satin Cowl,inv_helmet_08,epic,Head,Cloth,PVP
17624,Warlord's Satin Robes,inv_chest_leather_01,epic,Chest,Cloth,PVP
17625,General's Satin Leggings,inv_pants_07,epic,Legs,Cloth,PVP
17686,Master Hunter's Bow,inv_weapon_bow_11,uncommon,Ranged,Bow,
17687,Master Hunter's Rifle,inv_weapon_rifle_05,uncommon,Ranged,Gun,
17688,Jungle Boots,inv_boots_plate_01,uncommon,Feet,Plate,
17690,Frostwolf Insignia Rank 1,inv_jewelry_frostwolftrinket_01,uncommon,Trinket,Trinket,Rep
17691,Stormpike Insignia Rank 1,inv_jewelry_stormpiketrinket_01,uncommon,Trinket,Trinket,Rep
17692,Horn Ring,inv_jewelry_ring_02,uncommon,Finger,Finger,
17694,Band of the Fist,inv_jewelry_ring_02,uncommon,Finger,Finger,
17695,Chestnut Mantle,inv_shoulder_09,uncommon,Shoulder,Cloth,
17704,Edge of Winter,inv_axe_06,uncommon,Main Hand,Axe,Crafted
17705,Thrash Blade,inv_sword_36,rare,One-hand,Sword,
17707,Gemshard Heart,inv_stone_01,rare,Neck,Neck,Mara
17710,Charstone Dirk,inv_weapon_shortblade_14,rare,Main Hand,Dagger,Mara
17711,Elemental Rockridge Leggings,inv_pants_04,rare,Legs,Plate,Mara
17713,Blackstone Ring,inv_jewelry_ring_17,rare,Finger,Finger,Mara
17714,Bracers of the Stone Princess,inv_bracer_14,rare,Wrist,Mail,Mara
17715,Eye of Theradras,inv_crown_01,rare,Head,Cloth,Mara
17717,Megashot Rifle,inv_weapon_rifle_05,rare,Ranged,Gun,Mara
17718,Gizlock's Hypertech Buckler,inv_shield_10,rare,Off Hand,Shield,Mara
17719,Inventor's Focal Sword,inv_sword_14,rare,One-hand,Sword,Mara
17721,Gloves of the Greatfather,inv_gauntlets_21,uncommon,Hands,Leather,Crafted
17723,Green Holiday Shirt,inv_shirt_green_01,common,Shirt,Shirt,Crafted
17728,Albino Crocscale Boots,inv_boots_05,rare,Feet,Leather,Mara
17730,Gatorbite Axe,inv_axe_04,rare,Two-hand,Axe,Mara
17732,Rotgrip Mantle,inv_shoulder_05,rare,Shoulder,Cloth,Mara
17733,Fist of Stone,inv_hammer_17,rare,Main Hand,Mace,
17734,Helm of the Mountain,inv_helmet_20,rare,Head,Plate,Mara
17736,Rockgrip Gauntlets,inv_gauntlets_28,rare,Hands,Mail,Mara
17737,Cloud Stone,inv_misc_orb_01,rare,Off Hand,Held In Off-Hand,Mara
17738,Claw of Celebras,ability_whirlwind,rare,Off Hand,Fist Weapon,Mara
17739,Grovekeeper's Drape,inv_misc_cape_17,rare,Back,Cloth,Mara
17740,Soothsayer's Headdress,inv_helmet_12,rare,Head,Leather,Mara
17741,Nature's Embrace,inv_chest_cloth_15,rare,Chest,Cloth,Mara
17742,Fungus Shroud Armor,inv_chest_leather_08,rare,Chest,Leather,Mara
17743,Resurgence Rod,inv_staff_goldfeathered_01,rare,Two-hand,Staff,
17744,Heart of Noxxion,inv_misc_gem_pearl_06,rare,Trinket,Trinket,Mara
17745,Noxious Shooter,inv_wand_04,rare,Ranged,Wand,Mara
17746,Noxxion's Shackles,inv_bracer_06,rare,Wrist,Plate,Mara
17748,Vinerot Sandals,inv_boots_05,rare,Feet,Cloth,Mara
17749,Phytoskin Spaulders,inv_shoulder_06,rare,Shoulder,Leather,Mara
17750,Chloromesh Girdle,inv_belt_25,uncommon,Waist,Cloth,Mara
17751,Brusslehide Leggings,inv_pants_05,uncommon,Legs,Leather,Mara
17752,Satyr's Lash,inv_weapon_shortblade_09,rare,One-hand,Dagger,Mara
17753,Verdant Keeper's Aim,inv_weapon_bow_03,rare,Ranged,Bow,
17754,Infernal Trickster Leggings,inv_pants_wolf,rare,Legs,Mail,Mara
17755,Satyrmane Sash,inv_belt_24,rare,Waist,Cloth,Mara
17759,Mark of Resolution,inv_jewelry_talisman_07,uncommon,Trinket,Trinket,
17766,Princess Theradras' Scepter,inv_hammer_10,rare,Two-hand,Mace,Mara
17767,Bloomsprout Headpiece,inv_helmet_17,rare,Head,Mail,Mara
17768,Woodseed Hoop,inv_jewelry_ring_18,uncommon,Finger,Finger,
17770,Branchclaw Gauntlets,inv_gauntlets_30,uncommon,Hands,Plate,
17772,Zealous Shadowshard Pendant,inv_jewelry_necklace_06,uncommon,Neck,Neck,
17773,Prodigious Shadowshard Pendant,inv_jewelry_necklace_06,uncommon,Neck,Neck,
17774,Mark of the Chosen,inv_jewelry_talisman_08,uncommon,Trinket,Trinket,
17775,Acumen Robes,inv_chest_cloth_49,uncommon,Chest,Cloth,
17776,Sprightring Helm,inv_helmet_35,uncommon,Head,Leather,
17777,Relentless Chain,inv_chest_chain_07,uncommon,Chest,Mail,
17778,Sagebrush Girdle,inv_belt_25,uncommon,Waist,Leather,
17779,Hulkstone Pauldrons,inv_shoulder_23,uncommon,Shoulder,Plate,
17780,Blade of Eternal Darkness,inv_sword_09,epic,Main Hand,Dagger,Mara
17900,Stormpike Insignia Rank 2,inv_jewelry_stormpiketrinket_01,uncommon,Trinket,Trinket,Rep
17901,Stormpike Insignia Rank 3,inv_jewelry_stormpiketrinket_02,uncommon,Trinket,Trinket,Rep
17902,Stormpike Insignia Rank 4,inv_jewelry_stormpiketrinket_03,rare,Trinket,Trinket,Rep
17903,Stormpike Insignia Rank 5,inv_jewelry_stormpiketrinket_04,rare,Trinket,Trinket,Rep
17904,Stormpike Insignia Rank 6,inv_jewelry_stormpiketrinket_05,epic,Trinket,Trinket,Rep
17905,Frostwolf Insignia Rank 2,inv_jewelry_frostwolftrinket_01,uncommon,Trinket,Trinket,Rep
17906,Frostwolf Insignia Rank 3,inv_jewelry_frostwolftrinket_02,uncommon,Trinket,Trinket,Rep
17907,Frostwolf Insignia Rank 4,inv_jewelry_frostwolftrinket_03,rare,Trinket,Trinket,Rep
17908,Frostwolf Insignia Rank 5,inv_jewelry_frostwolftrinket_04,rare,Trinket,Trinket,Rep
17909,Frostwolf Insignia Rank 6,inv_jewelry_frostwolftrinket_05,epic,Trinket,Trinket,Rep
17922,Lionfur Armor,inv_chest_fur,uncommon,Chest,Leather,
17943,Fist of Stone,inv_hammer_17,rare,Main Hand,Mace,Mara
17982,Ragnaros Core,inv_jewelry_ring_25,rare,Finger,Finger,
18022,Royal Seal of Alexis,inv_jewelry_ring_30,rare,Finger,Finger,
18042,Thorium Headed Arrow,inv_ammo_arrow_02,uncommon,Projectile,Arrow,
18043,Coal Miner Boots,inv_boots_08,rare,Feet,Leather,BRD
18044,Hurley's Tankard,inv_drink_04,rare,Main Hand,Mace,BRD
18047,Flame Walkers,inv_boots_02,rare,Feet,Mail,UBRS
18048,Mastersmith's Hammer,inv_hammer_06,rare,Main Hand,Mace,UBRS
18082,Zum'rah's Vexing Cane,inv_staff_10,rare,Two-hand,Staff,
18083,Jumanza Grips,inv_gauntlets_09,rare,Hands,Cloth,
18102,Dragonrider Boots,inv_boots_05,rare,Feet,Cloth,UBRS
18103,Band of Rumination,inv_jewelry_ring_16,rare,Finger,Finger,UBRS
18104,Feralsurge Girdle,inv_belt_03,rare,Waist,Mail,UBRS
18168,Force Reactive Disk,spell_arcane_portaldarnassus,epic,Off Hand,Shield,Crafted
18202,Eskhandar's Left Claw,inv_misc_monsterclaw_04,epic,Off Hand,Fist Weapon,Azuregos
18203,Eskhandar's Right Claw,inv_misc_monsterclaw_04,epic,Main Hand,Fist Weapon,MC
18204,Eskhandar's Pelt,inv_misc_cape_07,epic,Back,Cloth,Kazzak
18205,Eskhandar's Collar,inv_belt_12,epic,Neck,Neck,ONY
18208,Drape of Benediction,inv_misc_cape_04,epic,Back,Cloth,Azuregos
18238,Shadowskin Gloves,inv_gauntlets_32,rare,Hands,Leather,Crafted
18263,Flarecore Wraps,inv_bracer_09,epic,Wrist,Cloth,Crafted
18282,Core Marksman Rifle,inv_weapon_rifle_05,epic,Ranged,Gun,Crafted
18289,Barbed Thorn Necklace,inv_jewelry_necklace_09,rare,Neck,Neck,BOE
18295,Phasing Boots,inv_boots_06,rare,Feet,Cloth,BOE
18296,Marksman Bands,inv_bracer_06,rare,Wrist,Mail,BOE
18298,Unbridled Leggings,inv_pants_11,rare,Legs,Leather,BOE
18301,Lethtendris's Wand,inv_wand_06,uncommon,Ranged,Wand,DME
18302,Band of Vigor,inv_jewelry_ring_20,uncommon,Finger,Finger,DME
18305,Breakwater Legguards,inv_pants_04,uncommon,Legs,Plate,DME
18306,Gloves of Shadowy Mist,inv_gauntlets_22,uncommon,Hands,Cloth,DME
18307,Riptide Shoes,inv_boots_05,uncommon,Feet,Cloth,DME
18308,Clever Hat,inv_helmet_51,uncommon,Head,Leather,DME
18309,Gloves of Restoration,inv_gauntlets_20,rare,Hands,Leather,DME
18310,Fiendish Machete,inv_sword_18,rare,One-hand,Sword,DME
18311,Quel'dorai Channeling Rod,inv_staff_14,rare,Two-hand,Staff,DME
18312,Energized Chestplate,inv_chest_plate11,rare,Chest,Plate,DME
18313,Helm of Awareness,inv_helmet_19,rare,Head,Plate,DME
18314,Ring of Demonic Guile,inv_jewelry_ring_31,rare,Finger,Finger,DME
18315,Ring of Demonic Potency,inv_jewelry_ring_28,rare,Finger,Finger,DME
18317,Tempest Talisman,inv_jewelry_necklace_03,rare,Neck,Neck,DME
18318,Merciful Greaves,inv_boots_01,rare,Feet,Mail,DME
18319,Fervent Helm,inv_helmet_38,rare,Head,Mail,DME
18321,Energetic Rod,inv_mace_13,rare,Main Hand,Mace,DME
18322,Waterspout Boots,inv_boots_08,rare,Feet,Leather,DME
18323,Satyr's Bow,inv_weapon_bow_03,rare,Ranged,Bow,DME
18324,Waveslicer,inv_axe_17,rare,Two-hand,Axe,DME
18325,Felhide Cap,inv_helmet_31,rare,Head,Leather,DME
18326,Razor Gauntlets,inv_gauntlets_31,rare,Hands,Plate,DME
18327,Whipvine Cord,inv_belt_17,rare,Waist,Cloth,DME
18328,Shadewood Cloak,inv_misc_cape_17,rare,Back,Cloth,DME
18337,Orphic Bracers,inv_bracer_09,uncommon,Wrist,Cloth,
18338,Wand of Arcane Potency,inv_wand_02,rare,Ranged,Wand,BOE
18340,Eidolon Talisman,inv_jewelry_talisman_14,rare,Neck,Neck,BOE
18343,Petrified Band,inv_jewelry_ring_14,uncommon,Finger,Finger,
18344,Stonebark Gauntlets,inv_gauntlets_23,rare,Hands,Leather,BOE
18345,Murmuring Ring,inv_jewelry_ring_15,uncommon,Finger,Finger,DMW
18346,Threadbare Trousers,inv_pants_09,uncommon,Legs,Cloth,DMW
18347,Well Balanced Axe,inv_axe_11,uncommon,One-hand,Axe,DMW
18348,Quel'Serrar,inv_sword_01,epic,Main Hand,Sword,DM
18349,Gauntlets of Accuracy,inv_gauntlets_12,uncommon,Hands,Mail,DMW
18350,Amplifying Cloak,inv_misc_cape_18,uncommon,Back,Cloth,DMW
18351,Magically Sealed Bracers,inv_bracer_18,uncommon,Wrist,Plate,DMW
18352,Petrified Bark Shield,inv_shield_18,uncommon,Off Hand,Shield,DMW
18353,Stoneflower Staff,inv_staff_08,uncommon,Two-hand,Staff,DMW
18354,Pimgib's Collar,inv_jewelry_amulet_05,rare,Trinket,Trinket,DME
18366,Gordok's Handguards,inv_gauntlets_09,rare,Hands,Plate,
18367,Gordok's Gauntlets,inv_gauntlets_09,rare,Hands,Mail,
18368,Gordok's Gloves,inv_gauntlets_01,rare,Hands,Leather,
18369,Gordok's Handwraps,inv_gauntlets_06,rare,Hands,Cloth,
18370,Vigilance Charm,inv_misc_stonetablet_04,rare,Trinket,Trinket,DMW
18371,Mindtap Talisman,inv_battery_02,rare,Trinket,Trinket,DMW
18372,Blade of the New Moon,inv_weapon_shortblade_18,rare,Main Hand,Dagger,DMW
18373,Chestplate of Tranquility,inv_chest_leather_08,rare,Chest,Leather,DMW
18374,Flamescarred Shoulders,inv_shoulder_24,rare,Shoulder,Leather,DMW
18375,Bracers of the Eclipse,inv_bracer_07,rare,Wrist,Leather,DMW
18376,Timeworn Mace,inv_mace_07,rare,One-hand,Mace,DMW
18377,Quickdraw Gloves,inv_gauntlets_21,rare,Hands,Leather,DMW
18378,Silvermoon Leggings,inv_pants_03,rare,Legs,Mail,DMW
18379,Odious Greaves,inv_boots_plate_06,rare,Feet,Mail,DMW
18380,Eldritch Reinforced Legplates,inv_pants_04,rare,Legs,Plate,DMW
18381,Evil Eye Pendant,inv_misc_eye_01,rare,Neck,Neck,DMW
18382,Fluctuating Cloak,inv_misc_cape_14,rare,Back,Cloth,DMW
18383,Force Imbued Gauntlets,inv_gauntlets_09,rare,Hands,Plate,DMW
18384,Bile-etched Spaulders,inv_shoulder_17,rare,Shoulder,Plate,DMW
18385,Robe of Everlasting Night,inv_chest_cloth_51,rare,Chest,Cloth,DMW
18386,Padre's Trousers,inv_pants_06,rare,Legs,Cloth,DMW
18387,Brightspark Gloves,inv_gauntlets_16,rare,Hands,Cloth,DMW
18388,Stoneshatter,inv_weapon_crossbow_08,rare,Ranged,Crossbow,DMW
18389,Cloak of the Cosmos,inv_misc_cape_01,rare,Back,Cloth,DMW
18390,Tanglemoss Leggings,inv_pants_14,rare,Legs,Leather,DMW
18391,Eyestalk Cord,inv_belt_26,rare,Waist,Leather,DMW
18392,Distracting Dagger,inv_weapon_shortblade_05,rare,Off Hand,Dagger,DMW
18393,Warpwood Binding,inv_belt_34,rare,Waist,Mail,DMW
18394,Demon Howl Wristguards,inv_bracer_05,rare,Wrist,Mail,DMW
18395,Emerald Flame Ring,inv_jewelry_ring_11,rare,Finger,Finger,DMW
18396,Mind Carver,inv_weapon_shortblade_22,rare,Main Hand,Sword,DMW
18397,Elder Magus Pendant,inv_jewelry_necklace_07,rare,Neck,Neck,DMW
18398,Tidal Loop,inv_jewelry_ring_10,rare,Finger,Finger,Rep
18399,Ocean's Breeze,inv_jewelry_ring_28,rare,Finger,Finger,Rep
18400,Ring of Living Stone,inv_jewelry_ring_19,uncommon,Finger,Finger,
18402,Glowing Crystal Ring,inv_jewelry_ring_21,uncommon,Finger,Finger,
18403,Dragonslayer's Signet,inv_jewelry_ring_27,epic,Finger,Finger,ONY
18404,Onyxia Tooth Pendant,inv_jewelry_necklace_09,epic,Neck,Neck,ONY
18405,Belt of the Archmage,inv_belt_31,epic,Waist,Cloth,Crafted
18406,Onyxia Blood Talisman,spell_shadow_lifedrain,epic,Trinket,Trinket,ONY
18407,Felcloth Gloves,inv_gauntlets_19,rare,Hands,Cloth,Crafted
18408,Inferno Gloves,inv_gauntlets_19,rare,Hands,Cloth,Crafted
18409,Mooncloth Gloves,inv_gauntlets_17,rare,Hands,Cloth,Crafted
18410,Sprinter's Sword,inv_sword_28,uncommon,Two-hand,Sword,
18411,Spry Boots,inv_boots_06,uncommon,Feet,Leather,
18413,Cloak of Warding,inv_misc_cape_06,rare,Back,Cloth,Crafted
18420,Bonecrusher,inv_mace_02,rare,Two-hand,Mace,
18421,Backwood Helm,inv_helmet_19,rare,Head,Mail,
18424,Sedge Boots,inv_boots_05,rare,Feet,Leather,
18425,Kreeg's Mug,inv_drink_05,uncommon,Off Hand,Held In Off-Hand,DMN
18427,Sergeant's Cloak,inv_misc_cape_07,rare,Back,Cloth,PVP
18428,Senior Sergeant's Insignia,inv_misc_monsterscales_15,rare,Neck,Neck,PVP
18429,First Sergeant's Plate Bracers,inv_bracer_19,rare,Wrist,Plate,PVP
18430,First Sergeant's Plate Bracers,inv_bracer_19,rare,Wrist,Plate,PVP
18432,First Sergeant's Mail Wristguards,inv_bracer_16,rare,Wrist,Mail,PVP
18434,First Sergeant's Dragonhide Armguards,inv_bracer_03,rare,Wrist,Leather,PVP
18435,First Sergeant's Leather Armguards,inv_bracer_07,rare,Wrist,Leather,PVP
18436,First Sergeant's Dragonhide Armguards,inv_bracer_03,rare,Wrist,Leather,PVP
18437,First Sergeant's Silk Cuffs,inv_bracer_07,rare,Wrist,Cloth,PVP
18440,Sergeant's Cape,inv_misc_cape_21,rare,Back,Cloth,PVP
18441,Sergeant's Cape,inv_misc_cape_21,rare,Back,Cloth,PVP
18442,Master Sergeant's Insignia,inv_misc_monsterscales_09,rare,Neck,Neck,PVP
18443,Master Sergeant's Insignia,inv_misc_monsterscales_09,rare,Neck,Neck,PVP
18444,Master Sergeant's Insignia,inv_misc_monsterscales_09,rare,Neck,Neck,PVP
18445,Sergeant Major's Plate Wristguards,inv_bracer_18,rare,Wrist,Plate,PVP
18447,Sergeant Major's Plate Wristguards,inv_bracer_18,rare,Wrist,Plate,PVP
18448,Sergeant Major's Chain Armguards,inv_bracer_06,rare,Wrist,Mail,PVP
18449,Sergeant Major's Chain Armguards,inv_bracer_06,rare,Wrist,Mail,PVP
18450,Robe of Combustion,inv_chest_cloth_24,uncommon,Chest,Cloth,DMN
18451,Hyena Hide Belt,inv_belt_16,uncommon,Waist,Leather,DMN
18452,Sergeant Major's Leather Armsplints,inv_bracer_07,rare,Wrist,Leather,PVP
18453,Sergeant Major's Leather Armsplints,inv_bracer_07,rare,Wrist,Leather,PVP
18454,Sergeant Major's Dragonhide Armsplints,inv_bracer_03,rare,Wrist,Leather,PVP
18455,Sergeant Major's Dragonhide Armsplints,inv_bracer_03,rare,Wrist,Leather,PVP
18456,Sergeant Major's Silk Cuffs,inv_bracer_07,rare,Wrist,Cloth,PVP
18457,Sergeant Major's Silk Cuffs,inv_bracer_07,rare,Wrist,Cloth,PVP
18458,Modest Armguards,inv_bracer_03,uncommon,Wrist,Mail,DMN
18459,Gallant's Wristguards,inv_bracer_19,uncommon,Wrist,Plate,DMN
18460,Unsophisticated Hand Cannon,inv_weapon_rifle_07,uncommon,Ranged,Gun,DMN
18461,Sergeant's Cloak,inv_misc_cape_07,rare,Back,Cloth,PVP
18462,Jagged Bone Fist,inv_gauntlets_13,uncommon,Main Hand,Fist Weapon,DMN
18463,Ogre Pocket Knife,inv_sword_04,uncommon,One-hand,Sword,DMN
18464,Gordok Nose Ring,inv_jewelry_ring_06,uncommon,Finger,Finger,DMN
18465,Royal Seal of Eldre'Thalas,inv_jewelry_talisman_10,rare,Trinket,Trinket,DM
18466,Royal Seal of Eldre'Thalas,inv_jewelry_talisman_10,rare,Trinket,Trinket,DM
18467,Royal Seal of Eldre'Thalas,inv_jewelry_talisman_10,rare,Trinket,Trinket,DM
18468,Royal Seal of Eldre'Thalas,inv_jewelry_talisman_10,rare,Trinket,Trinket,DM
18469,Royal Seal of Eldre'Thalas,inv_jewelry_talisman_10,rare,Trinket,Trinket,DM
18470,Royal Seal of Eldre'Thalas,inv_jewelry_talisman_10,rare,Trinket,Trinket,DM
18471,Royal Seal of Eldre'Thalas,inv_jewelry_talisman_10,rare,Trinket,Trinket,DM
18472,Royal Seal of Eldre'Thalas,inv_jewelry_talisman_10,rare,Trinket,Trinket,DM
18473,Royal Seal of Eldre'Thalas,inv_jewelry_talisman_10,rare,Trinket,Trinket,DM
18475,Oddly Magical Belt,inv_belt_07,uncommon,Waist,Cloth,DMN
18476,Mud Stained Boots,inv_boots_07,uncommon,Feet,Leather,DMN
18477,Shaggy Leggings,inv_pants_14,uncommon,Legs,Leather,DMN
18478,Hyena Hide Jerkin,inv_chest_leather_06,uncommon,Chest,Leather,DMN
18479,Carrion Scorpid Helm,inv_helmet_11,uncommon,Head,Mail,DMN
18480,Scarab Plate Helm,inv_helmet_23,uncommon,Head,Plate,DMN
18481,Skullcracking Mace,inv_mace_05,uncommon,Two-hand,Mace,DMN
18482,Ogre Toothpick Shooter,inv_weapon_bow_05,uncommon,Ranged,Bow,DMN
18483,Mana Channeling Wand,inv_wand_05,rare,Ranged,Wand,DMN
18484,Cho'Rush's Blade,inv_weapon_shortblade_04,rare,One-hand,Sword,DMN
18485,Observer's Shield,inv_shield_13,rare,Off Hand,Shield,DMN
18486,Mooncloth Robe,inv_chest_cloth_04,rare,Chest,Cloth,Crafted
18490,Insightful Hood,inv_helmet_41,rare,Head,Leather,DMN
18491,Lorespinner,inv_weapon_shortblade_21,rare,Main Hand,Dagger,
18493,Bulky Iron Spaulders,inv_shoulder_26,rare,Shoulder,Plate,DMN
18494,Denwatcher's Shoulders,inv_shoulder_15,rare,Shoulder,Mail,DMN
18495,Redoubt Cloak,inv_misc_cape_21,rare,Back,Cloth,DMN
18496,Heliotrope Cloak,inv_misc_cape_02,rare,Back,Cloth,DMN
18497,Sublime Wristguards,inv_bracer_13,rare,Wrist,Cloth,DMN
18498,Hedgecutter,inv_axe_11,rare,One-hand,Axe,DMN
18499,Barrier Shield,inv_shield_10,rare,Off Hand,Shield,DMN
18500,Tarnished Elven Ring,inv_jewelry_ring_13,rare,Finger,Finger,DMN
18502,Monstrous Glaive,inv_weapon_halberd_09,rare,Two-hand,Polearm,DMN
18503,Kromcrush's Chestplate,inv_chest_chain_14,rare,Chest,Plate,DMN
18504,Girdle of Insight,inv_belt_26,rare,Waist,Leather,Crafted
18505,Mugger's Belt,inv_belt_02,rare,Waist,Leather,DMN
18506,Mongoose Boots,inv_boots_08,rare,Feet,Leather,Crafted
18507,Boots of the Full Moon,inv_boots_05,rare,Feet,Cloth,DMN
18508,Swift Flight Bracers,inv_bracer_05,rare,Wrist,Mail,Crafted
18509,Chromatic Cloak,inv_misc_cape_02,epic,Back,Cloth,Crafted
18510,Hide of the Wild,inv_misc_cape_01,epic,Back,Cloth,Crafted
18511,Shifting Cloak,inv_misc_cape_20,epic,Back,Cloth,Crafted
18520,Barbarous Blade,inv_sword_11,rare,Two-hand,Sword,DMN
18521,Grimy Metal Boots,inv_boots_plate_01,rare,Feet,Plate,DMN
18522,Band of the Ogre King,inv_jewelry_ring_32,rare,Finger,Finger,DMN
18523,Brightly Glowing Stone,inv_misc_orb_01,rare,Off Hand,Held In Off-Hand,DMN
18524,Leggings of Destruction,inv_pants_03,rare,Legs,Mail,DMN
18525,Bracers of Prosperity,inv_bracer_12,rare,Wrist,Leather,DMN
18526,Crown of the Ogre King,inv_crown_01,rare,Head,Cloth,DMN
18527,Harmonious Gauntlets,inv_gauntlets_10,rare,Hands,Mail,DMN
18528,Cyclone Spaulders,inv_shoulder_26,rare,Shoulder,Leather,DMN
18529,Elemental Plate Girdle,inv_belt_18,rare,Waist,Plate,DMN
18530,Ogre Forged Hauberk,inv_chest_chain_12,rare,Chest,Mail,DMN
18531,Unyielding Maul,inv_hammer_22,rare,Two-hand,Mace,DMN
18532,Mindsurge Robe,inv_chest_cloth_29,rare,Chest,Cloth,DMN
18533,Gordok Bracers of Power,inv_bracer_14,rare,Wrist,Plate,DMN
18534,Rod of the Ogre Magi,inv_staff_32,rare,Two-hand,Staff,DMN
18535,Milli's Shield,inv_shield_12,rare,Off Hand,Shield,
18536,Milli's Lexicon,inv_misc_book_06,rare,Off Hand,Held In Off-Hand,
18537,Counterattack Lodestone,inv_stone_02,rare,Trinket,Trinket,DMN
18538,Treant's Bane,inv_axe_10,epic,Two-hand,Axe,DMN
18541,Puissant Cape,inv_misc_cape_06,epic,Back,Cloth,Azuregos
18542,Typhoon,inv_sword_41,epic,Two-hand,Sword,Azuregos
18543,Ring of Entropy,inv_jewelry_ring_20,epic,Finger,Finger,Kazzak
18544,Doomhide Gauntlets,inv_gauntlets_22,epic,Hands,Leather,Kazzak
18545,Leggings of Arcane Supremacy,inv_pants_08,epic,Legs,Cloth,Azuregos
18546,Infernal Headcage,inv_helmet_18,epic,Head,Mail,Kazzak
18547,Unmelting Ice Girdle,inv_belt_31,epic,Waist,Plate,Azuregos
18582,The Twin Blades of Azzinoth,spell_arcane_portalstormwind,artifact,One-hand,Sword,
18583,Warglaive of Azzinoth (Right),inv_sword_07,artifact,One-hand,Sword,
18584,Warglaive of Azzinoth (Left),inv_sword_07,artifact,One-hand,Sword,
18585,Band of Allegiance,inv_jewelry_ring_09,rare,Finger,Finger,
18586,Lonetree's Circle,inv_jewelry_ring_13,rare,Finger,Finger,
18587,Goblin Jumper Cables XL,inv_misc_enggizmos_11,common,Trinket,Trinket,Crafted
18602,Tome of Sacrifice,inv_misc_book_06,rare,Off Hand,Held In Off-Hand,
18608,Benediction,inv_staff_30,epic,Two-hand,Staff,MC
18609,Anathema,inv_staff_12,epic,Two-hand,Staff,Kazzak
18610,Keen Machete,inv_sword_16,common,Main Hand,Sword,
18611,Gnarlpine Leggings,inv_pants_02,common,Legs,Leather,
18612,Bloody Chain Boots,inv_boots_01,common,Feet,Mail,
18634,Gyrofreeze Ice Reflector,inv_misc_enggizmos_02,rare,Trinket,Trinket,Crafted
18637,Major Recombobulator,inv_misc_enggizmos_09,uncommon,Trinket,Trinket,Crafted
18638,Hyper-Radiant Flame Reflector,inv_misc_enggizmos_04,rare,Trinket,Trinket,Crafted
18639,Ultra-Flash Shadow Reflector,inv_misc_enggizmos_16,rare,Trinket,Trinket,Crafted
18646,The Eye of Divinity,spell_holy_mindsooth,epic,Trinket,Trinket,MC
18665,The Eye of Shadow,spell_shadow_unholyfrenzy,epic,Trinket,Trinket,Kazzak
18671,Baron Charr's Sceptre,inv_mace_08,rare,Main Hand,Mace,Elemental
18672,Elemental Ember,inv_misc_orb_05,uncommon,Off Hand,Held In Off-Hand,Elemental
18673,Avalanchion's Stony Hide,inv_shield_03,rare,Off Hand,Shield,Elemental
18674,Hardened Stone Band,inv_jewelry_ring_14,uncommon,Finger,Finger,Elemental
18676,Sash of the Windreaver,inv_belt_31,rare,Waist,Mail,Elemental
18677,Zephyr Cloak,inv_misc_cape_13,uncommon,Back,Cloth,Elemental
18678,Tempestria's Frozen Necklace,inv_jewelry_necklace_03,rare,Neck,Neck,Elemental
18679,Frigid Ring,inv_jewelry_ring_29,uncommon,Finger,Finger,Elemental
